currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDTWD,10,llama3-8b,0,0.2,43,0.608,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,10,llama3-8b,1,0.6,68,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,2,0.6,72,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,3,0.2,43,0.608,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,10,llama3-8b,4,0.6,66,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,5,0.2,61,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,6,0.2,43,0.608,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,10,llama3-8b,7,0.4,86,0.6,"[""risk_sentiment""]",1,0.5
USDTWD,10,llama3-8b,8,0.6,69,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,9,0.6,69,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,10,0.2,80,0.65,"[""risk_sentiment"", ""market_technical""]",2,0.5
USDTWD,10,llama3-8b,11,0.6,68,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,12,0.4,83,0.65,"[""risk_sentiment""]",1,0.5
USDTWD,10,llama3-8b,13,0.4,78,0.6,"[""risk_sentiment""]",1,0.5
USDTWD,10,llama3-8b,14,0.2,43,0.608,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,10,llama3-8b,15,0.6,71,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,16,0.6,66,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,17,0.6,70,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,18,0.6,69,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,19,0.6,66,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,qwen2.5-7b,0,0.2,40,0.59,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
