currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDIDR,1,llama3-8b,0,0.5555555555555556,51,0.55,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDIDR,1,llama3-8b,1,0.4444444444444444,51,0.65,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDIDR,1,llama3-8b,2,0.4444444444444444,52,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDIDR,1,llama3-8b,3,0.4444444444444444,51,0.65,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDIDR,1,llama3-8b,4,0.1111111111111111,43,0.658,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDIDR,1,llama3-8b,5,0.4444444444444444,53,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDIDR,1,llama3-8b,6,0.5555555555555556,45,0.47,"[""monetary_policy"", ""risk_sentiment""]",2,0.5
USDIDR,1,llama3-8b,7,0.5555555555555556,47,0.582,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDIDR,1,llama3-8b,8,0.7777777777777778,66,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDIDR,1,llama3-8b,9,0.5555555555555556,45,0.47,"[""monetary_policy"", ""risk_sentiment""]",2,0.5
USDIDR,1,llama3-8b,10,0.4444444444444444,52,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDIDR,1,llama3-8b,11,0.5555555555555556,45,0.57,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDIDR,1,llama3-8b,12,0.7777777777777778,60,0.65,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDIDR,1,llama3-8b,13,0.5555555555555556,54,0.55,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDIDR,1,llama3-8b,14,0.7777777777777778,60,0.65,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDIDR,1,llama3-8b,15,0.4444444444444444,58,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDIDR,1,llama3-8b,16,0.5555555555555556,62,0.55,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDIDR,1,llama3-8b,17,0.5555555555555556,58,0.6,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDIDR,1,llama3-8b,18,0.4444444444444444,51,0.65,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDIDR,1,llama3-8b,19,0.4444444444444444,51,0.65,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDIDR,1,qwen2.5-7b,0,0.2222222222222222,36,0.566,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.7
USDIDR,1,qwen2.5-7b,1,0.2222222222222222,36,0.466,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.7
USDIDR,1,qwen2.5-7b,2,0.2222222222222222,36,0.516,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.7
USDIDR,1,qwen2.5-7b,3,0.2222222222222222,37,0.522,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.7
USDIDR,1,qwen2.5-7b,4,0.2222222222222222,36,0.516,"[""monetary_policy"", ""trade_balance"", ""risk_sentiment"", ""economic_growth""]",4,0.7
USDIDR,1,qwen2.5-7b,5,0.2222222222222222,33,0.498,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.7
