currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDTWD,1,llama3-8b,0,0.2,36,0.516,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,1,llama3-8b,1,0.6,54,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,1,llama3-8b,2,0.2,46,0.426,"[""risk_sentiment""]",1,0.7
USDTWD,1,llama3-8b,3,0.2,52,0.6,"[""trade_balance"", ""risk_sentiment""]",2,0.7
USDTWD,1,llama3-8b,4,0.2,50,0.5,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,1,llama3-8b,5,0.6,57,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,1,llama3-8b,6,0.3,61,0.6,"[""risk_sentiment""]",1,0.5
USDTWD,1,llama3-8b,7,0.8,62,0.6,"[""risk_sentiment"", ""economic_growth""]",2,0.5
USDTWD,1,llama3-8b,8,0.2,39,0.534,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,1,llama3-8b,9,0.2,60,0.6,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,1,llama3-8b,10,0.6,55,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,1,llama3-8b,11,0.2,41,0.546,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,1,llama3-8b,12,0.2,36,0.516,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,1,llama3-8b,13,0.6,53,0.65,"[""trade_balance"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDTWD,1,llama3-8b,14,0.6,57,0.6,"[""risk_sentiment"", ""economic_growth""]",2,0.5
USDTWD,1,llama3-8b,15,0.6,57,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,1,llama3-8b,16,0.2,50,0.45,"[""risk_sentiment""]",1,0.7
USDTWD,1,llama3-8b,17,0.3,61,0.6,"[""risk_sentiment""]",1,0.5
USDTWD,1,llama3-8b,18,0.2,69,0.65,"[""risk_sentiment"", ""market_technical""]",2,0.5
USDTWD,1,llama3-8b,19,0.2,47,0.482,"[""risk_sentiment""]",1,0.7
USDTWD,1,qwen2.5-7b,0,0.2,39,0.484,"[""risk_sentiment"", ""economic_growth""]",2,0.7
USDTWD,1,qwen2.5-7b,1,0.2,38,0.478,"[""risk_sentiment"", ""economic_growth""]",2,0.7
USDTWD,1,qwen2.5-7b,2,0.2,38,0.478,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,1,qwen2.5-7b,3,0.2,38,0.478,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,1,qwen2.5-7b,4,0.2,41,0.496,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,1,qwen2.5-7b,5,0.2,43,0.558,"[""risk_sentiment"", ""economic_growth""]",2,0.7
USDTWD,1,qwen2.5-7b,6,0.2,41,0.496,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,1,qwen2.5-7b,7,0.2,54,0.6,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,1,qwen2.5-7b,8,0.2,44,0.564,"[""risk_sentiment"", ""economic_growth""]",2,0.7
USDTWD,1,qwen2.5-7b,9,0.2,49,0.594,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,1,qwen2.5-7b,10,0.2,54,0.55,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,1,qwen2.5-7b,11,0.3,37,0.422,"[""risk_sentiment"", ""economic_growth""]",2,0.7
USDTWD,1,qwen2.5-7b,12,0.2,57,0.6,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,1,qwen2.5-7b,13,0.2,47,0.682,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,1,qwen2.5-7b,14,0.2,40,0.54,"[""trade_balance"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDTWD,1,qwen2.5-7b,15,0.2,41,0.546,"[""trade_balance"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDTWD,1,qwen2.5-7b,16,0.2,43,0.658,"[""trade_balance"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDTWD,1,qwen2.5-7b,17,0.3,35,0.31,"[""risk_sentiment""]",1,0.75
USDTWD,1,qwen2.5-7b,18,0.2,44,0.514,"[""risk_sentiment"", ""market_technical""]",2,0.75
USDTWD,1,qwen2.5-7b,19,0.3,39,0.634,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.75
USDTWD,1,mistral-7b,0,0.2,59,0.65,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
