currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDSGD,1,llama3-8b,0,0.7,55,0.6,"[""monetary_policy"", ""risk_sentiment""]",2,0.5
USDSGD,1,llama3-8b,1,0.7,53,0.65,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.5
USDSGD,1,llama3-8b,2,0.7,49,0.694,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth""]",4,0.5
USDSGD,1,llama3-8b,3,0.2,34,0.504,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,llama3-8b,4,0.7,48,0.638,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.5
USDSGD,1,llama3-8b,5,0.7,55,0.6,"[""monetary_policy"", ""risk_sentiment""]",2,0.5
USDSGD,1,llama3-8b,6,0.1,36,0.466,"[""monetary_policy"", ""inflation""]",2,0.7
USDSGD,1,llama3-8b,7,0.2,34,0.504,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.8
USDSGD,1,llama3-8b,8,0.7,55,0.6,"[""monetary_policy"", ""risk_sentiment""]",2,0.5
USDSGD,1,llama3-8b,9,0.7,55,0.6,"[""monetary_policy"", ""risk_sentiment""]",2,0.5
USDSGD,1,llama3-8b,10,0.2,34,0.504,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.8
USDSGD,1,llama3-8b,11,0.2,34,0.504,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.8
USDSGD,1,llama3-8b,12,0.7,53,0.65,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.5
USDSGD,1,llama3-8b,13,0.2,34,0.504,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.8
USDSGD,1,llama3-8b,14,0.7,54,0.6,"[""monetary_policy"", ""risk_sentiment""]",2,0.5
USDSGD,1,llama3-8b,15,0.7,60,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDSGD,1,llama3-8b,16,0.7,51,0.6,"[""monetary_policy"", ""risk_sentiment""]",2,0.5
USDSGD,1,llama3-8b,17,0.7,51,0.6,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.5
