currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDSGD,5,llama3-8b,0,0.7,65,0.7,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.5
USDSGD,5,llama3-8b,1,0.7,55,0.65,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.5
USDSGD,5,llama3-8b,2,0.7,58,0.7,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.5
USDSGD,5,llama3-8b,3,0.7,56,0.7,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth""]",4,0.5
USDSGD,5,llama3-8b,4,0.7,55,0.65,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.5
USDSGD,5,llama3-8b,5,0.7,57,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDSGD,5,llama3-8b,6,0.7,55,0.6,"[""monetary_policy"", ""risk_sentiment""]",2,0.5
USDSGD,5,llama3-8b,7,0.7,56,0.7,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.5
USDSGD,5,llama3-8b,8,0.6,54,0.7,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.5
USDSGD,5,llama3-8b,9,0.7,56,0.7,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth""]",4,0.5
USDSGD,5,llama3-8b,10,0.6,54,0.7,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.5
USDSGD,5,llama3-8b,11,0.7,56,0.7,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth""]",4,0.5
USDSGD,5,llama3-8b,12,0.6,54,0.7,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.5
USDSGD,5,llama3-8b,13,0.7,59,0.7,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.5
USDSGD,5,llama3-8b,14,0.7,66,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDSGD,5,llama3-8b,15,0.7,55,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDSGD,5,llama3-8b,16,0.7,55,0.65,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.5
USDSGD,5,llama3-8b,17,0.7,59,0.7,"[""monetary_policy"", ""trade_balance"", ""risk_sentiment"", ""economic_growth""]",4,0.5
USDSGD,5,llama3-8b,18,0.7,59,0.6,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.5
USDSGD,5,llama3-8b,19,0.7,57,0.65,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.5
USDSGD,5,qwen2.5-7b,0,0.2,34,0.554,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth""]",4,0.7
USDSGD,5,qwen2.5-7b,1,0.2,30,0.43,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,5,qwen2.5-7b,2,0.2,62,0.6,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,5,qwen2.5-7b,3,0.2,30,0.43,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,5,qwen2.5-7b,4,0.2,62,0.6,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,5,qwen2.5-7b,5,0.2,30,0.43,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,5,qwen2.5-7b,6,0.2,33,0.448,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,5,qwen2.5-7b,7,0.2,40,0.59,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,5,qwen2.5-7b,8,0.2,34,0.504,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.7
USDSGD,5,qwen2.5-7b,9,0.2,36,0.516,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.7
USDSGD,5,qwen2.5-7b,10,0.2,30,0.43,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,5,qwen2.5-7b,11,0.2,69,0.55,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,5,qwen2.5-7b,12,0.2,36,0.516,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.7
USDSGD,5,qwen2.5-7b,13,0.2,34,0.454,"[""monetary_policy"", ""economic_growth""]",2,0.7
USDSGD,5,qwen2.5-7b,14,0.2,41,0.496,"[""monetary_policy"", ""economic_growth""]",2,0.7
USDSGD,5,qwen2.5-7b,15,0.2,35,0.51,"[""monetary_policy"", ""inflation"", ""economic_growth""]",3,0.7
USDSGD,5,qwen2.5-7b,16,0.2,34,0.404,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,5,qwen2.5-7b,17,0.2,33,0.448,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,5,qwen2.5-7b,18,0.2,42,0.602,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,5,qwen2.5-7b,19,0.2,66,0.55,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,5,mistral-7b,0,0.1,39,0.434,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,5,mistral-7b,1,0.2,43,0.558,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,5,mistral-7b,2,0.1,36,0.466,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDSGD,5,mistral-7b,3,0.1,37,0.422,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,5,mistral-7b,4,0.2,47,0.582,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,5,mistral-7b,5,0.2,43,0.558,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,5,mistral-7b,6,0.2,49,0.644,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,5,mistral-7b,7,0.2,45,0.57,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,5,mistral-7b,8,0.2,45,0.52,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,5,mistral-7b,9,0.1,39,0.434,"[""monetary_policy"", ""market_technical""]",2,0.7
USDSGD,5,mistral-7b,10,0.2,40,0.49,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.65
USDSGD,5,mistral-7b,11,0.2,43,0.458,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,5,mistral-7b,12,0.2,40,0.44,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,5,mistral-7b,13,0.1,37,0.372,"[""market_technical""]",1,0.65
USDSGD,5,mistral-7b,14,0.1,40,0.44,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,5,mistral-7b,15,0.2,45,0.57,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.7
USDSGD,5,mistral-7b,16,0.2,40,0.49,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,5,mistral-7b,17,0.2,43,0.608,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,5,mistral-7b,18,0.1,41,0.446,"[""monetary_policy"", ""market_technical""]",2,0.7
USDSGD,5,mistral-7b,19,0.2,45,0.57,"[""monetary_policy"", ""risk_sentiment""]",2,0.65
