currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDTWD,10,llama3-8b,0,0.4,62,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,1,0.3,61,0.65,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,2,0.3,61,0.65,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,3,0.7,67,0.7,"[""risk_sentiment"", ""economic_growth""]",2,0.5
USDTWD,10,llama3-8b,4,0.7,70,0.7,"[""trade_balance"", ""risk_sentiment"", ""economic_growth""]",3,0.5
USDTWD,10,llama3-8b,5,0.8,66,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDTWD,10,llama3-8b,6,0.4,62,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,7,0.2,64,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,8,0.3,61,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,9,0.4,60,0.65,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,10,0.8,65,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDTWD,10,llama3-8b,11,0.4,63,0.7,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,12,0.4,62,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,13,0.4,63,0.65,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,14,0.3,62,0.7,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,15,0.4,62,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,10,llama3-8b,16,0.3,62,0.7,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.5
