currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDSGD,1,llama3-8b,0,0.2,44,0.564,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,llama3-8b,1,0.2,42,0.652,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.7
USDSGD,1,llama3-8b,2,0.2,43,0.608,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,1,llama3-8b,3,0.2,43,0.558,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,llama3-8b,4,0.8,62,0.7,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.5
USDSGD,1,llama3-8b,5,0.2,43,0.558,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,llama3-8b,6,0.8,68,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDSGD,1,llama3-8b,7,0.2,43,0.658,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.7
USDSGD,1,llama3-8b,8,0.2,45,0.57,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,llama3-8b,9,0.2,43,0.558,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,llama3-8b,10,0.8,68,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDSGD,1,llama3-8b,11,0.2,52,0.6,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,llama3-8b,12,0.5,60,0.7,"[""monetary_policy"", ""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.5
USDSGD,1,llama3-8b,13,0.8,62,0.7,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.5
USDSGD,1,llama3-8b,14,0.7,67,0.7,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.5
USDSGD,1,llama3-8b,15,0.2,43,0.658,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.7
USDSGD,1,llama3-8b,16,0.2,44,0.564,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,llama3-8b,17,0.2,43,0.558,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,llama3-8b,18,0.8,67,0.7,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.5
USDSGD,1,llama3-8b,19,0.2,48,0.688,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,qwen2.5-7b,0,0.2,48,0.588,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,1,qwen2.5-7b,1,0.2,52,0.65,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,1,qwen2.5-7b,2,0.2,59,0.6,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,1,qwen2.5-7b,3,0.2,52,0.65,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,1,qwen2.5-7b,4,0.2,54,0.6,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,1,qwen2.5-7b,5,0.2,57,0.6,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,1,qwen2.5-7b,6,0.2,51,0.6,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,1,qwen2.5-7b,7,0.2,54,0.6,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,1,qwen2.5-7b,8,0.2,59,0.65,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,qwen2.5-7b,9,0.2,50,0.6,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,1,qwen2.5-7b,10,0.2,39,0.584,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.7
USDSGD,1,qwen2.5-7b,11,0.2,41,0.646,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.7
USDSGD,1,qwen2.5-7b,12,0.2,49,0.694,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.7
USDSGD,1,qwen2.5-7b,13,0.2,41,0.646,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.7
USDSGD,1,qwen2.5-7b,14,0.2,49,0.694,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,qwen2.5-7b,15,0.2,48,0.638,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,qwen2.5-7b,16,0.2,48,0.638,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,qwen2.5-7b,17,0.2,41,0.596,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,1,qwen2.5-7b,18,0.2,47,0.632,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,qwen2.5-7b,19,0.2,46,0.626,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,1,mistral-7b,0,0.2,38,0.628,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,1,mistral-7b,1,0.2,42,0.652,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,1,mistral-7b,2,0.2,36,0.616,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,1,mistral-7b,3,0.2,41,0.646,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,1,mistral-7b,4,0.2,52,0.7,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,1,mistral-7b,5,0.2,34,0.604,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,1,mistral-7b,6,0.2,36,0.616,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,1,mistral-7b,7,0.2,37,0.622,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,1,mistral-7b,8,0.2,40,0.64,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,1,mistral-7b,9,0.2,55,0.7,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
