currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDEUR,1,llama3-8b,0,0.3,44,0.614,"[""risk_sentiment"", ""economic_growth"", ""commodity""]",3,0.8
USDEUR,1,llama3-8b,1,0.3,51,0.5,"[""risk_sentiment"", ""commodity""]",2,0.8
USDEUR,1,llama3-8b,2,0.9,66,0.55,"[""risk_sentiment"", ""commodity""]",2,0.5
USDEUR,1,llama3-8b,3,0.3,41,0.546,"[""risk_sentiment"", ""market_technical"", ""commodity""]",3,0.8
USDEUR,1,llama3-8b,4,0.3,41,0.546,"[""risk_sentiment"", ""market_technical"", ""commodity""]",3,0.7
USDEUR,1,llama3-8b,5,0.3,51,0.5,"[""risk_sentiment"", ""commodity""]",2,0.8
USDEUR,1,llama3-8b,6,0.9,68,0.6,"[""risk_sentiment"", ""commodity""]",2,0.5
USDEUR,1,llama3-8b,7,0.9,68,0.6,"[""risk_sentiment"", ""commodity""]",2,0.5
USDEUR,1,llama3-8b,8,0.9,62,0.55,"[""risk_sentiment"", ""commodity""]",2,0.5
USDEUR,1,llama3-8b,9,0.3,34,0.454,"[""risk_sentiment"", ""economic_growth"", ""commodity""]",3,0.8
USDEUR,1,llama3-8b,10,0.3,41,0.546,"[""risk_sentiment"", ""market_technical"", ""commodity""]",3,0.8
USDEUR,1,llama3-8b,11,0.9,68,0.6,"[""risk_sentiment"", ""commodity""]",2,0.5
USDEUR,1,llama3-8b,12,0.9,68,0.6,"[""risk_sentiment"", ""commodity""]",2,0.5
USDEUR,1,llama3-8b,13,0.9,68,0.6,"[""risk_sentiment"", ""commodity""]",2,0.5
USDEUR,1,llama3-8b,14,0.3,44,0.614,"[""risk_sentiment"", ""economic_growth"", ""commodity""]",3,0.8
USDEUR,1,llama3-8b,15,0.3,45,0.42,"[""commodity""]",1,0.8
USDEUR,1,llama3-8b,16,0.9,62,0.55,"[""risk_sentiment"", ""commodity""]",2,0.5
USDEUR,1,llama3-8b,17,0.9,68,0.6,"[""risk_sentiment"", ""commodity""]",2,0.5
USDEUR,1,llama3-8b,18,0.8,63,0.55,"[""risk_sentiment"", ""commodity""]",2,0.5
USDEUR,1,llama3-8b,19,0.8,69,0.55,"[""risk_sentiment"", ""commodity""]",2,0.5
USDEUR,1,qwen2.5-7b,0,0.2,38,0.528,"[""risk_sentiment"", ""commodity""]",2,0.7
USDEUR,1,qwen2.5-7b,1,0.2,32,0.492,"[""risk_sentiment"", ""market_technical"", ""commodity""]",3,0.7
USDEUR,1,qwen2.5-7b,2,0.2,38,0.528,"[""risk_sentiment"", ""commodity""]",2,0.7
USDEUR,1,qwen2.5-7b,3,0.2,34,0.604,"[""monetary_policy"", ""risk_sentiment"", ""commodity""]",3,0.7
USDEUR,1,qwen2.5-7b,4,0.2,40,0.64,"[""monetary_policy"", ""risk_sentiment"", ""commodity""]",3,0.7
