currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDTWD,5,llama3-8b,0,0.4,73,0.6,"[""risk_sentiment""]",1,0.5
USDTWD,5,llama3-8b,1,0.6,58,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,5,llama3-8b,2,0.4,73,0.6,"[""risk_sentiment""]",1,0.5
USDTWD,5,llama3-8b,3,0.4,70,0.55,"[""risk_sentiment""]",1,0.5
USDTWD,5,llama3-8b,4,0.6,58,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,5,llama3-8b,5,0.6,59,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,5,llama3-8b,6,0.3,76,0.7,"[""trade_balance"", ""risk_sentiment""]",2,0.5
USDTWD,5,llama3-8b,7,0.3,63,0.55,"[""risk_sentiment""]",1,0.5
USDTWD,5,llama3-8b,8,0.2,47,0.632,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,llama3-8b,9,0.6,62,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,5,llama3-8b,10,0.4,84,0.65,"[""risk_sentiment""]",1,0.5
USDTWD,5,llama3-8b,11,0.6,60,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,5,llama3-8b,12,0.6,58,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,5,llama3-8b,13,0.6,61,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,5,llama3-8b,14,0.6,61,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,5,llama3-8b,15,0.6,61,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,5,llama3-8b,16,0.6,58,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,5,llama3-8b,17,0.2,58,0.5,"[""risk_sentiment""]",1,0.7
USDTWD,5,llama3-8b,18,0.6,61,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.5
USDTWD,5,llama3-8b,19,0.4,70,0.55,"[""risk_sentiment""]",1,0.5
USDTWD,5,qwen2.5-7b,0,0.2,44,0.564,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,1,0.2,46,0.576,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,2,0.2,36,0.466,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,3,0.2,32,0.542,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,4,0.2,32,0.592,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,5,0.2,32,0.592,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,6,0.2,37,0.572,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,7,0.2,35,0.61,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,8,0.2,35,0.61,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,9,0.2,44,0.464,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,qwen2.5-7b,10,0.2,40,0.59,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,11,0.2,37,0.622,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,12,0.2,35,0.51,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,13,0.2,32,0.542,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,14,0.2,47,0.532,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,qwen2.5-7b,15,0.2,40,0.59,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,qwen2.5-7b,16,0.2,55,0.55,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,qwen2.5-7b,17,0.2,47,0.532,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,qwen2.5-7b,18,0.2,47,0.532,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,qwen2.5-7b,19,0.2,49,0.694,"[""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.7
USDTWD,5,mistral-7b,0,0.2,66,0.55,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,mistral-7b,1,0.2,48,0.438,"[""market_technical""]",1,0.7
USDTWD,5,mistral-7b,2,0.2,62,0.6,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,mistral-7b,3,0.2,46,0.476,"[""economic_growth"", ""market_technical""]",2,0.7
USDTWD,5,mistral-7b,4,0.2,65,0.55,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,mistral-7b,5,0.2,61,0.55,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,mistral-7b,6,0.2,58,0.55,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,mistral-7b,7,0.2,46,0.526,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,mistral-7b,8,0.2,63,0.55,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,mistral-7b,9,0.2,51,0.5,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,mistral-7b,10,0.2,57,0.7,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,mistral-7b,11,0.2,71,0.65,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,mistral-7b,12,0.2,46,0.576,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,mistral-7b,13,0.2,50,0.5,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,mistral-7b,14,0.2,46,0.576,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,mistral-7b,15,0.2,49,0.494,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,mistral-7b,16,0.2,43,0.458,"[""economic_growth"", ""market_technical""]",2,0.7
USDTWD,5,mistral-7b,17,0.2,51,0.55,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,5,mistral-7b,18,0.2,61,0.55,"[""risk_sentiment"", ""economic_growth"", ""market_technical""]",3,0.7
USDTWD,5,mistral-7b,19,0.2,50,0.5,"[""economic_growth"", ""market_technical""]",2,0.7
