currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDEUR,1,llama3-8b,0,0.9,53,0.7,"[""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical"", ""commodity""]",5,0.5
USDEUR,1,llama3-8b,1,0.3,35,0.61,"[""trade_balance"", ""risk_sentiment"", ""market_technical"", ""commodity""]",4,0.8
USDEUR,1,llama3-8b,2,0.9,53,0.7,"[""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical"", ""commodity""]",5,0.5
USDEUR,1,llama3-8b,3,0.9,52,0.7,"[""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical"", ""commodity""]",5,0.5
USDEUR,1,llama3-8b,4,0.9,55,0.7,"[""monetary_policy"", ""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical"", ""commodity""]",6,0.5
USDEUR,1,llama3-8b,5,0.9,54,0.7,"[""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical"", ""commodity""]",5,0.5
USDEUR,1,llama3-8b,6,0.9,53,0.7,"[""trade_balance"", ""risk_sentiment"", ""market_technical"", ""commodity""]",4,0.5
USDEUR,1,llama3-8b,7,0.9,52,0.7,"[""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical"", ""commodity""]",5,0.5
USDEUR,1,llama3-8b,8,0.9,53,0.7,"[""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical"", ""commodity""]",5,0.5
USDEUR,1,llama3-8b,9,0.9,53,0.7,"[""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical"", ""commodity""]",5,0.5
USDEUR,1,llama3-8b,10,0.9,53,0.7,"[""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical"", ""commodity""]",5,0.5
USDEUR,1,llama3-8b,11,0.9,52,0.7,"[""trade_balance"", ""risk_sentiment"", ""market_technical"", ""commodity""]",4,0.5
USDEUR,1,llama3-8b,12,0.9,51,0.7,"[""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical"", ""commodity""]",5,0.5
USDEUR,1,llama3-8b,13,0.9,55,0.7,"[""monetary_policy"", ""trade_balance"", ""risk_sentiment"", ""economic_growth"", ""market_technical"", ""commodity""]",6,0.5
